,nouns,animal
5550,sloth,3.95441020373255e-05
5553,smelting,3.95441020373255e-05
5556,smock,3.95441020373255e-05
5557,smog,3.95441020373255e-05
5560,smolt,3.95441020373255e-05
5565,snakebite,3.95441020373255e-05
5568,sneaker,3.95441020373255e-05
5570,sneeze,3.95441020373255e-05
5571,sniffle,3.95441020373255e-05
5572,snob,3.95441020373255e-05
5638,sousaphone,3.95441020373255e-05
5643,sow,3.95441020373255e-05
5795,step-son,3.95441020373255e-05
5770,station-wagon,3.95441020373255e-05
5728,spyglass,3.95441020373255e-05
5731,squatter,3.95441020373255e-05
5732,squeegee,3.95441020373255e-05
5739,stacking,3.95441020373255e-05
5742,stag,3.95441020373255e-05
5751,stamen,3.95441020373255e-05
5752,stamina,3.95441020373255e-05
5757,standardisation,3.95441020373255e-05
5760,standoff,3.95441020373255e-05
5761,standpoint,3.95441020373255e-05
5768,statin,3.95441020373255e-05
5771,statistic,3.95441020373255e-05
5645,soybean,3.95441020373255e-05
5780,steamroller,3.95441020373255e-05
5782,steeple,3.95441020373255e-05
5785,stencil,3.95441020373255e-05
5787,step-aunt,3.95441020373255e-05
5788,step-brother,3.95441020373255e-05
5789,step-daughter,3.95441020373255e-05
5790,step-father,3.95441020373255e-05
5791,step-grandfather,3.95441020373255e-05
5792,step-grandmother,3.95441020373255e-05
5793,step-mother,3.95441020373255e-05
5794,step-sister,3.95441020373255e-05
5725,spume,3.95441020373255e-05
5724,spud,3.95441020373255e-05
5722,sprout,3.95441020373255e-05
5720,sprinkles,3.95441020373255e-05
5647,spacing,3.95441020373255e-05
5651,spandex,3.95441020373255e-05
5652,spank,3.95441020373255e-05
5653,sparerib,3.95441020373255e-05
5656,spasm,3.95441020373255e-05
5658,spatula,3.95441020373255e-05
5661,speakerphone,3.95441020373255e-05
5671,spectacles,3.95441020373255e-05
5672,spectrograph,3.95441020373255e-05
5677,speedboat,3.95441020373255e-05
5680,spelt,3.95441020373255e-05
5683,sphynx,3.95441020373255e-05
5686,spiderling,3.95441020373255e-05
5689,spinach,3.95441020373255e-05
5697,spleen,3.95441020373255e-05
5698,splendor,3.95441020373255e-05
5701,spokeswoman,3.95441020373255e-05
5705,spool,3.95441020373255e-05
5707,spork,3.95441020373255e-05
5713,sprag,3.95441020373255e-05
5714,sprat,3.95441020373255e-05
5717,spreadsheet,3.95441020373255e-05
5718,spree,3.95441020373255e-05
6131,thermostat,3.95441020373255e-05
6148,thrift,3.95441020373255e-05
3990,nanoparticle,3.95441020373255e-05
6619,waveform,3.95441020373255e-05
6600,washer,3.95441020373255e-05
6601,washtub,3.95441020373255e-05
6604,wastebasket,3.95441020373255e-05
6607,watcher,3.95441020373255e-05
6608,watchmaker,3.95441020373255e-05
6610,waterbed,3.95441020373255e-05
6611,watercress,3.95441020373255e-05
6614,watermelon,3.95441020373255e-05
6615,waterskiing,3.95441020373255e-05
6616,waterspout,3.95441020373255e-05
6617,waterwheel,3.95441020373255e-05
6629,webinar,3.95441020373255e-05
6598,washbasin,3.95441020373255e-05
6630,webmail,3.95441020373255e-05
6631,webpage,3.95441020373255e-05
6636,weeder,3.95441020373255e-05
6637,weedkiller,3.95441020373255e-05
6640,weekender,3.95441020373255e-05
6646,well-being,3.95441020373255e-05
6649,wet-bar,3.95441020373255e-05
6651,wetsuit,3.95441020373255e-05
6652,whack,3.95441020373255e-05
6657,whelp,3.95441020373255e-05
6658,whey,3.95441020373255e-05
6599,washcloth,3.95441020373255e-05
6596,wasabi,3.95441020373255e-05
6152,thrush,3.95441020373255e-05
6533,visor,3.95441020373255e-05
6485,vermicelli,3.95441020373255e-05
6493,vestment,3.95441020373255e-05
6496,veterinarian,3.95441020373255e-05
6498,viability,3.95441020373255e-05
6500,vibraphone,3.95441020373255e-05
6502,vibrissae,3.95441020373255e-05
6510,vignette,3.95441020373255e-05
6517,vintner,3.95441020373255e-05
6524,virginal,3.95441020373255e-05
6528,viscose,3.95441020373255e-05
6529,vise,3.95441020373255e-05
6536,vitality,3.95441020373255e-05
6589,warm-up,3.95441020373255e-05
6540,vixen,3.95441020373255e-05
6546,volatility,3.95441020373255e-05
6551,volunteering,3.95441020373255e-05
6558,wad,3.95441020373255e-05
6559,wafer,3.95441020373255e-05
6560,waffle,3.95441020373255e-05
6569,waiver,3.95441020373255e-05
6576,wallaby,3.95441020373255e-05
6579,walrus,3.95441020373255e-05
6580,wampum,3.95441020373255e-05
6581,wannabe,3.95441020373255e-05
6660,whirlpool,3.95441020373255e-05
6661,whirlwind,3.95441020373255e-05
6662,whisker,3.95441020373255e-05
6775,yogurt,3.95441020373255e-05
6747,wrecker,3.95441020373255e-05
6749,wrench,3.95441020373255e-05
6751,wriggler,3.95441020373255e-05
6752,wrinkle,3.95441020373255e-05
6757,xylophone,3.95441020373255e-05
6760,yak,3.95441020373255e-05
6761,yam,3.95441020373255e-05
6764,yarmulke,3.95441020373255e-05
6766,yawl,3.95441020373255e-05
6770,yellowjacket,3.95441020373255e-05
6772,yew,3.95441020373255e-05
6776,yoke,3.95441020373255e-05
6669,wholesaler,3.95441020373255e-05
6777,yolk,3.95441020373255e-05
6779,youngster,3.95441020373255e-05
6782,yoyo,3.95441020373255e-05
6783,yurt,3.95441020373255e-05
6784,zampone,3.95441020373255e-05
6786,zebrafish,3.95441020373255e-05
6788,zephyr,3.95441020373255e-05
6790,ziggurat,3.95441020373255e-05
6793,zither,3.95441020373255e-05
6797,zoologist,3.95441020373255e-05
6799,zoot-suit,3.95441020373255e-05
6744,wrapper,3.95441020373255e-05
6743,wraparound,3.95441020373255e-05
6739,worshiper,3.95441020373255e-05
6730,workhorse,3.95441020373255e-05
6670,whorl,3.95441020373255e-05
6671,wick,3.95441020373255e-05
6672,widget,3.95441020373255e-05
6676,wifi,3.95441020373255e-05
6678,wildebeest,3.95441020373255e-05
6686,wind-chime,3.95441020373255e-05
6687,windage,3.95441020373255e-05
6689,windscreen,3.95441020373255e-05
6694,wingman,3.95441020373255e-05
6695,wingtip,3.95441020373255e-05
6700,wiretap,3.95441020373255e-05
6703,wiseguy,3.95441020373255e-05
6705,wisteria,3.95441020373255e-05
6708,witch-hunt,3.95441020373255e-05
6711,wok,3.95441020373255e-05
6714,wombat,3.95441020373255e-05
6716,wont,3.95441020373255e-05
6718,woodchuck,3.95441020373255e-05
6720,woodshed,3.95441020373255e-05
6721,woodwind,3.95441020373255e-05
6723,woolens,3.95441020373255e-05
6725,wording,3.95441020373255e-05
6727,workbench,3.95441020373255e-05
6481,veranda,3.95441020373255e-05
6478,venti,3.95441020373255e-05
6476,venison,3.95441020373255e-05
6245,tow-truck,3.95441020373255e-05
6225,top-hat,3.95441020373255e-05
6227,topsail,3.95441020373255e-05
6228,toque,3.95441020373255e-05
6229,toreador,3.95441020373255e-05
6232,torte,3.95441020373255e-05
6233,tortellini,3.95441020373255e-05
6234,tortilla,3.95441020373255e-05
6235,tortoise,3.95441020373255e-05
6236,tosser,3.95441020373255e-05
6238,tote,3.95441020373255e-05
6240,tough-guy,3.95441020373255e-05
6249,townhouse,3.95441020373255e-05
6316,trigonometry,3.95441020373255e-05
6253,trachoma,3.95441020373255e-05
6256,tracksuit,3.95441020373255e-05
6263,traditionalism,3.95441020373255e-05
6265,trafficker,3.95441020373255e-05
6269,trailpatrol,3.95441020373255e-05
6275,tramp,3.95441020373255e-05
6285,transom,3.95441020373255e-05
6287,transplantation,3.95441020373255e-05
6291,trapdoor,3.95441020373255e-05
6292,trapezium,3.95441020373255e-05
6293,trapezoid,3.95441020373255e-05
6223,toothpick,3.95441020373255e-05
6222,toothpaste,3.95441020373255e-05
6221,toothbrush,3.95441020373255e-05
6219,toot,3.95441020373255e-05
6158,thunderbolt,3.95441020373255e-05
6159,thunderhead,3.95441020373255e-05
6160,thunderstorm,3.95441020373255e-05
6161,thyme,3.95441020373255e-05
6162,tiara,3.95441020373255e-05
6163,tic,3.95441020373255e-05
6169,tights,3.95441020373255e-05
6173,timbale,3.95441020373255e-05
6177,timeout,3.95441020373255e-05
6181,timpani,3.95441020373255e-05
6183,tinderbox,3.95441020373255e-05
6184,tinkle,3.95441020373255e-05
6185,tintype,3.95441020373255e-05
6193,toaster,3.95441020373255e-05
6197,toenail,3.95441020373255e-05
6198,toffee,3.95441020373255e-05
6199,tofu,3.95441020373255e-05
6200,tog,3.95441020373255e-05
6201,toga,3.95441020373255e-05
6206,tom-tom,3.95441020373255e-05
6207,tomatillo,3.95441020373255e-05
6210,tomography,3.95441020373255e-05
6213,tonality,3.95441020373255e-05
6305,trellis,3.95441020373255e-05
6319,trinket,3.95441020373255e-05
6474,veneer,3.95441020373255e-05
6423,urn,3.95441020373255e-05
6392,underestimate,3.95441020373255e-05
6395,underpants,3.95441020373255e-05
6396,underpass,3.95441020373255e-05
6397,undershirt,3.95441020373255e-05
6399,understatement,3.95441020373255e-05
6402,underweight,3.95441020373255e-05
6403,underwire,3.95441020373255e-05
6404,underwriting,3.95441020373255e-05
6406,unibody,3.95441020373255e-05
6408,uniformity,3.95441020373255e-05
6417,uplift,3.95441020373255e-05
6429,utensil,3.95441020373255e-05
6321,tripod,3.95441020373255e-05
6430,utilisation,3.95441020373255e-05
6436,vagrant,3.95441020373255e-05
6437,valance,3.95441020373255e-05
6439,validate,3.95441020373255e-05
6446,vanadyl,3.95441020373255e-05
6458,vaulting,3.95441020373255e-05
6459,veal,3.95441020373255e-05
6463,vegetarianism,3.95441020373255e-05
6468,veldt,3.95441020373255e-05
6469,vellum,3.95441020373255e-05
6471,velodrome,3.95441020373255e-05
6391,underclothes,3.95441020373255e-05
6388,unblinking,3.95441020373255e-05
6385,ukulele,3.95441020373255e-05
6383,typewriter,3.95441020373255e-05
6322,tritone,3.95441020373255e-05
6332,trove,3.95441020373255e-05
6333,trowel,3.95441020373255e-05
6345,tuber,3.95441020373255e-05
6347,tugboat,3.95441020373255e-05
6349,tulip,3.95441020373255e-05
6350,tumbler,3.95441020373255e-05
6351,tummy,3.95441020373255e-05
6354,tune-up,3.95441020373255e-05
6357,turban,3.95441020373255e-05
6360,turmeric,3.95441020373255e-05
6363,turnip,3.95441020373255e-05
6365,turnstile,3.95441020373255e-05
6368,tusk,3.95441020373255e-05
6369,tussle,3.95441020373255e-05
6370,tutu,3.95441020373255e-05
6371,tuxedo,3.95441020373255e-05
6372,tweet,3.95441020373255e-05
6373,tweezers,3.95441020373255e-05
6374,twig,3.95441020373255e-05
6376,twine,3.95441020373255e-05
6379,twister,3.95441020373255e-05
6382,typeface,3.95441020373255e-05
5521,skunk,3.95441020373255e-05
5520,skullduggery,3.95441020373255e-05
5519,skullcap,3.95441020373255e-05
4457,photodiode,3.95441020373255e-05
4426,permafrost,3.95441020373255e-05
4429,perp,3.95441020373255e-05
4431,persimmon,3.95441020373255e-05
4439,petal,3.95441020373255e-05
4441,petitioner,3.95441020373255e-05
4442,petticoat,3.95441020373255e-05
4444,pharmacist,3.95441020373255e-05
4445,pharmacopoeia,3.95441020373255e-05
4447,pheasant,3.95441020373255e-05
4449,phenotype,3.95441020373255e-05
4450,pheromone,3.95441020373255e-05
4461,photoreceptor,3.95441020373255e-05
4411,peony,3.95441020373255e-05
4463,phrasing,3.95441020373255e-05
4471,pickax,3.95441020373255e-05
4472,pickaxe,3.95441020373255e-05
4474,pickle,3.95441020373255e-05
4482,piety,3.95441020373255e-05
4485,piglet,3.95441020373255e-05
4486,pigpen,3.95441020373255e-05
4487,pigsty,3.95441020373255e-05
4489,pilaf,3.95441020373255e-05
4495,pillbox,3.95441020373255e-05
4498,pimp,3.95441020373255e-05
4414,pepperoni,3.95441020373255e-05
4404,penicillin,3.95441020373255e-05
5511,skean,3.95441020373255e-05
4362,patroller,3.95441020373255e-05
4312,parka,3.95441020373255e-05
4317,parser,3.95441020373255e-05
4318,parsley,3.95441020373255e-05
4319,parsnip,3.95441020373255e-05
4331,passbook,3.95441020373255e-05
4342,pastoralist,3.95441020373255e-05
4347,pate,3.95441020373255e-05
4349,patentee,3.95441020373255e-05
4351,pathogenesis,3.95441020373255e-05
4356,patina,3.95441020373255e-05
4359,patrimony,3.95441020373255e-05
4367,pattypan,3.95441020373255e-05
4399,pence,3.95441020373255e-05
4372,pawnshop,3.95441020373255e-05
4374,payee,3.95441020373255e-05
4376,payoff,3.95441020373255e-05
4380,peacoat,3.95441020373255e-05
4387,pecan,3.95441020373255e-05
4388,pecker,3.95441020373255e-05
4391,peen,3.95441020373255e-05
4393,peer-to-peer,3.95441020373255e-05
4394,pegboard,3.95441020373255e-05
4395,pelican,3.95441020373255e-05
4396,pelt,3.95441020373255e-05
4499,pimple,3.95441020373255e-05
4501,pinafore,3.95441020373255e-05
4502,pince-nez,3.95441020373255e-05
4608,pomegranate,3.95441020373255e-05
4576,plywood,3.95441020373255e-05
4579,pocket-watch,3.95441020373255e-05
4580,pocketbook,3.95441020373255e-05
4586,poignance,3.95441020373255e-05
4591,polarisation,3.95441020373255e-05
4592,polarization,3.95441020373255e-05
4594,polenta,3.95441020373255e-05
4602,polliwog,3.95441020373255e-05
4603,pollutant,3.95441020373255e-05
4606,polyester,3.95441020373255e-05
4607,polyp,3.95441020373255e-05
4609,pomelo,3.95441020373255e-05
4505,pinecone,3.95441020373255e-05
4610,pompom,3.95441020373255e-05
4611,poncho,3.95441020373255e-05
4619,popsicle,3.95441020373255e-05
4622,populist,3.95441020373255e-05
4625,porcupine,3.95441020373255e-05
4627,porpoise,3.95441020373255e-05
4631,porthole,3.95441020373255e-05
4640,postbox,3.95441020373255e-05
4643,postfix,3.95441020373255e-05
4648,potty,3.95441020373255e-05
4673,premeditation,3.95441020373255e-05
4575,plunger,3.95441020373255e-05
4573,plumber,3.95441020373255e-05
4571,plugin,3.95441020373255e-05
4569,plowman,3.95441020373255e-05
4508,pinkie,3.95441020373255e-05
4509,pinot,3.95441020373255e-05
4510,pinstripe,3.95441020373255e-05
4511,pint,3.95441020373255e-05
4513,pinworm,3.95441020373255e-05
4522,pita,3.95441020373255e-05
4526,pith,3.95441020373255e-05
4529,placebo,3.95441020373255e-05
4531,placode,3.95441020373255e-05
4532,plagiarism,3.95441020373255e-05
4541,planter,3.95441020373255e-05
4542,planula,3.95441020373255e-05
4544,plasterboard,3.95441020373255e-05
4547,platelet,3.95441020373255e-05
4550,platter,3.95441020373255e-05
4551,platypus,3.95441020373255e-05
4555,playroom,3.95441020373255e-05
4559,pleat,3.95441020373255e-05
4562,plier,3.95441020373255e-05
4563,pliers,3.95441020373255e-05
4566,plough,3.95441020373255e-05
4567,plover,3.95441020373255e-05
4568,plow,3.95441020373255e-05
4309,parenthesis,3.95441020373255e-05
4306,pard,3.95441020373255e-05
4301,paramedic,3.95441020373255e-05
4098,nurture,3.95441020373255e-05
4071,normalization,3.95441020373255e-05
4077,notepad,3.95441020373255e-05
4082,nougat,3.95441020373255e-05
4084,nourishment,3.95441020373255e-05
4086,nucleotidase,3.95441020373255e-05
4087,nucleotide,3.95441020373255e-05
4088,nudge,3.95441020373255e-05
4089,nuke,3.95441020373255e-05
4091,numeracy,3.95441020373255e-05
4092,numeric,3.95441020373255e-05
4093,numismatist,3.95441020373255e-05
4100,nutmeg,3.95441020373255e-05
4137,off-ramp,3.95441020373255e-05
4104,nymph,3.95441020373255e-05
4106,oar,3.95441020373255e-05
4108,oat,3.95441020373255e-05
4109,oatmeal,3.95441020373255e-05
4110,oats,3.95441020373255e-05
4113,obi,3.95441020373255e-05
4128,ocelot,3.95441020373255e-05
4129,octagon,3.95441020373255e-05
4131,octavo,3.95441020373255e-05
4132,octet,3.95441020373255e-05
4134,odometer,3.95441020373255e-05
4070,normalisation,3.95441020373255e-05
4065,noodle,3.95441020373255e-05
4063,nondisclosure,3.95441020373255e-05
4062,nonconformist,3.95441020373255e-05
3997,naturalisation,3.95441020373255e-05
4003,necktie,3.95441020373255e-05
4005,nectarine,3.95441020373255e-05
4009,negligee,3.95441020373255e-05
4015,neologism,3.95441020373255e-05
4017,neonate,3.95441020373255e-05
4021,nestling,3.95441020373255e-05
4022,nestmate,3.95441020373255e-05
4025,netbook,3.95441020373255e-05
4026,netsuke,3.95441020373255e-05
4029,neurobiologist,3.95441020373255e-05
4030,neuron,3.95441020373255e-05
4031,neuropathologist,3.95441020373255e-05
4032,neuropsychiatry,3.95441020373255e-05
4036,newsprint,3.95441020373255e-05
4037,newsstand,3.95441020373255e-05
4039,nibble,3.95441020373255e-05
4040,nicety,3.95441020373255e-05
4048,nightgown,3.95441020373255e-05
4050,nightlife,3.95441020373255e-05
4051,nightlight,3.95441020373255e-05
4054,nit,3.95441020373255e-05
4061,nonbeliever,3.95441020373255e-05
4136,oeuvre,3.95441020373255e-05
4147,okra,3.95441020373255e-05
4300,paramecium,3.95441020373255e-05
4272,pancake,3.95441020373255e-05
4229,overexertion,3.95441020373255e-05
4230,overflight,3.95441020373255e-05
4233,overload,3.95441020373255e-05
4234,overnighter,3.95441020373255e-05
4235,overshoot,3.95441020373255e-05
4238,overweight,3.95441020373255e-05
4248,pacemaker,3.95441020373255e-05
4255,paddock,3.95441020373255e-05
4259,pail,3.95441020373255e-05
4264,paintwork,3.95441020373255e-05
4268,palate,3.95441020373255e-05
4273,pancreas,3.95441020373255e-05
4148,oldie,3.95441020373255e-05
4277,pannier,3.95441020373255e-05
4278,panpipe,3.95441020373255e-05
4279,pansy,3.95441020373255e-05
4282,pantologist,3.95441020373255e-05
4283,pantology,3.95441020373255e-05
4286,pantsuit,3.95441020373255e-05
4287,panty,3.95441020373255e-05
4288,pantyhose,3.95441020373255e-05
4290,papaya,3.95441020373255e-05
4294,parable,3.95441020373255e-05
4299,parallelogram,3.95441020373255e-05
4228,overcoat,3.95441020373255e-05
4227,overclocking,3.95441020373255e-05
4226,overcharge,3.95441020373255e-05
4224,ovary,3.95441020373255e-05
4149,oleo,3.95441020373255e-05
4152,omelet,3.95441020373255e-05
4153,omission,3.95441020373255e-05
4154,omnivore,3.95441020373255e-05
4155,oncology,3.95441020373255e-05
4164,ophthalmologist,3.95441020373255e-05
4167,opossum,3.95441020373255e-05
4169,opportunist,3.95441020373255e-05
4174,optimisation,3.95441020373255e-05
4175,optimist,3.95441020373255e-05
4179,orangutan,3.95441020373255e-05
4180,orator,3.95441020373255e-05
4188,oregano,3.95441020373255e-05
4198,originality,3.95441020373255e-05
4199,ornament,3.95441020373255e-05
4200,osmosis,3.95441020373255e-05
4201,osprey,3.95441020373255e-05
4202,ostrich,3.95441020373255e-05
4207,outback,3.95441020373255e-05
4211,outhouse,3.95441020373255e-05
4213,outlay,3.95441020373255e-05
4219,outrigger,3.95441020373255e-05
4220,outrun,3.95441020373255e-05
4677,preoccupation,3.95441020373255e-05
4688,pressroom,3.95441020373255e-05
4690,pressurisation,3.95441020373255e-05
5300,scrim,3.95441020373255e-05
5270,schizophrenic,3.95441020373255e-05
5271,schnitzel,3.95441020373255e-05
5279,scimitar,3.95441020373255e-05
5281,scooter,3.95441020373255e-05
5284,scorn,3.95441020373255e-05
5288,scow,3.95441020373255e-05
5291,scraper,3.95441020373255e-05
5293,screamer,3.95441020373255e-05
5296,screenwriting,3.95441020373255e-05
5298,screw-up,3.95441020373255e-05
5299,screwdriver,3.95441020373255e-05
5301,scrip,3.95441020373255e-05
5341,self-esteem,3.95441020373255e-05
5305,sculpting,3.95441020373255e-05
5306,sculptural,3.95441020373255e-05
5309,seabass,3.95441020373255e-05
5311,seagull,3.95441020373255e-05
5313,seaplane,3.95441020373255e-05
5315,seashore,3.95441020373255e-05
5319,seaweed,3.95441020373255e-05
5325,secretion,3.95441020373255e-05
5332,seeder,3.95441020373255e-05
5334,seep,3.95441020373255e-05
5339,self-confidence,3.95441020373255e-05
5268,schema,3.95441020373255e-05
5261,scarification,3.95441020373255e-05
5259,scarecrow,3.95441020373255e-05
5257,scam,3.95441020373255e-05
5171,rudiment,3.95441020373255e-05
5172,ruffle,3.95441020373255e-05
5188,rutabaga,3.95441020373255e-05
5199,saffron,3.95441020373255e-05
5202,sailboat,3.95441020373255e-05
5208,salami,3.95441020373255e-05
5218,samovar,3.95441020373255e-05
5219,sampan,3.95441020373255e-05
5222,sanction,3.95441020373255e-05
5223,sanctity,3.95441020373255e-05
5226,sandal,3.95441020373255e-05
5227,sandbar,3.95441020373255e-05
5228,sandpaper,3.95441020373255e-05
5231,sardine,3.95441020373255e-05
5232,sari,3.95441020373255e-05
5233,sarong,3.95441020373255e-05
5240,saucer,3.95441020373255e-05
5241,sauerkraut,3.95441020373255e-05
5248,saviour,3.95441020373255e-05
5249,savory,3.95441020373255e-05
5252,scaffold,3.95441020373255e-05
5254,scallion,3.95441020373255e-05
5255,scallops,3.95441020373255e-05
5340,self-control,3.95441020373255e-05
5346,semicircle,3.95441020373255e-05
5168,rubric,3.95441020373255e-05
5473,sightseeing,3.95441020373255e-05
5437,shofar,3.95441020373255e-05
5439,shootdown,3.95441020373255e-05
5441,shopper,3.95441020373255e-05
5448,shortwave,3.95441020373255e-05
5454,show-stopper,3.95441020373255e-05
5456,shred,3.95441020373255e-05
5459,shutdown,3.95441020373255e-05
5464,sideboard,3.95441020373255e-05
5465,sideburns,3.95441020373255e-05
5466,sidecar,3.95441020373255e-05
5467,sidestream,3.95441020373255e-05
5477,signet,3.95441020373255e-05
5347,semicolon,3.95441020373255e-05
5479,signify,3.95441020373255e-05
5480,signup,3.95441020373255e-05
5482,silica,3.95441020373255e-05
5485,silkworm,3.95441020373255e-05
5486,sill,3.95441020373255e-05
5488,silo,3.95441020373255e-05
5493,simplification,3.95441020373255e-05
5494,simvastatin,3.95441020373255e-05
5500,sinuosity,3.95441020373255e-05
5504,sister-in-law,3.95441020373255e-05
5505,sitar,3.95441020373255e-05
5436,shoestring,3.95441020373255e-05
5434,shoemaker,3.95441020373255e-05
5433,shoelace,3.95441020373255e-05
5432,shoehorn,3.95441020373255e-05
5352,sender,3.95441020373255e-05
5355,sensibility,3.95441020373255e-05
5362,sepal,3.95441020373255e-05
5364,septicaemia,3.95441020373255e-05
5371,serval,3.95441020373255e-05
5375,servitude,3.95441020373255e-05
5379,setback,3.95441020373255e-05
5388,shackle,3.95441020373255e-05
5391,shadowbox,3.95441020373255e-05
5392,shakedown,3.95441020373255e-05
5393,shaker,3.95441020373255e-05
5394,shallot,3.95441020373255e-05
5395,shallows,3.95441020373255e-05
5397,shampoo,3.95441020373255e-05
5398,shanty,3.95441020373255e-05
5404,shawl,3.95441020373255e-05
5406,shearling,3.95441020373255e-05
5414,sherbet,3.95441020373255e-05
5420,shingle,3.95441020373255e-05
5422,shipper,3.95441020373255e-05
5426,shirtdress,3.95441020373255e-05
5428,shoat,3.95441020373255e-05
5431,shoe-horn,3.95441020373255e-05
5170,ruckus,3.95441020373255e-05
5164,rowboat,3.95441020373255e-05
4691,pressurization,3.95441020373255e-05
4857,quince,3.95441020373255e-05
4824,puritan,3.95441020373255e-05
4828,purr,3.95441020373255e-05
4832,pusher,3.95441020373255e-05
4836,pyridine,3.95441020373255e-05
4838,quail,3.95441020373255e-05
4842,quart,3.95441020373255e-05
4850,questioner,3.95441020373255e-05
4851,questionnaire,3.95441020373255e-05
4852,quiche,3.95441020373255e-05
4853,quicksand,3.95441020373255e-05
4855,quill,3.95441020373255e-05
4858,quinoa,3.95441020373255e-05
4900,ramen,3.95441020373255e-05
4862,quotation,3.95441020373255e-05
4866,raccoon,3.95441020373255e-05
4874,radiator,3.95441020373255e-05
4876,radiosonde,3.95441020373255e-05
4877,radish,3.95441020373255e-05
4878,raffle,3.95441020373255e-05
4887,raiment,3.95441020373255e-05
4890,raincoat,3.95441020373255e-05
4891,rainmaker,3.95441020373255e-05
4892,rainstorm,3.95441020373255e-05
4895,raisin,3.95441020373255e-05
4819,pupa,3.95441020373255e-05
4816,punctuation,3.95441020373255e-05
4813,pumpkinseed,3.95441020373255e-05
4811,pumpernickel,3.95441020373255e-05
4693,presume,3.95441020373255e-05
4694,pretzel,3.95441020373255e-05
4720,prizefight,3.95441020373255e-05
4742,progenitor,3.95441020373255e-05
4755,pronoun,3.95441020373255e-05
4758,proof-reader,3.95441020373255e-05
4760,propane,3.95441020373255e-05
4773,prostacyclin,3.95441020373255e-05
4774,prostanoid,3.95441020373255e-05
4775,prostrate,3.95441020373255e-05
4784,prow,3.95441020373255e-05
4785,proximal,3.95441020373255e-05
4787,prune,3.95441020373255e-05
4788,pruner,3.95441020373255e-05
4789,pseudocode,3.95441020373255e-05
4790,pseudoscience,3.95441020373255e-05
4792,psychoanalyst,3.95441020373255e-05
4795,ptarmigan,3.95441020373255e-05
4804,puffin,3.95441020373255e-05
4805,pug,3.95441020373255e-05
4806,puggle,3.95441020373255e-05
4807,pulley,3.95441020373255e-05
4809,puma,3.95441020373255e-05
4899,rambler,3.95441020373255e-05
4901,ramie,3.95441020373255e-05
5161,router,3.95441020373255e-05
5087,revenant,3.95441020373255e-05
5023,repayment,3.95441020373255e-05
5035,reprocessing,3.95441020373255e-05
5041,resale,3.95441020373255e-05
5060,respite,3.95441020373255e-05
5073,rethinking,3.95441020373255e-05
5074,retina,3.95441020373255e-05
5076,retouching,3.95441020373255e-05
5078,retrospect,3.95441020373255e-05
5080,retrospectivity,3.95441020373255e-05
5083,revascularisation,3.95441020373255e-05
5084,revascularization,3.95441020373255e-05
5093,revitalisation,3.95441020373255e-05
4903,rancher,3.95441020373255e-05
5094,revitalization,3.95441020373255e-05
5100,rheumatism,3.95441020373255e-05
5101,rhinoceros,3.95441020373255e-05
5102,rhubarb,3.95441020373255e-05
5117,ringworm,3.95441020373255e-05
5122,riser,3.95441020373255e-05
5127,riverbed,3.95441020373255e-05
5128,rivulet,3.95441020373255e-05
5140,rocket-ship,3.95441020373255e-05
5145,romaine,3.95441020373255e-05
5156,rostrum,3.95441020373255e-05
5022,reparation,3.95441020373255e-05
5009,relish,3.95441020373255e-05
4998,reinscription,3.95441020373255e-05
4996,rehospitalization,3.95441020373255e-05
4904,randomisation,3.95441020373255e-05
4905,randomization,3.95441020373255e-05
4911,raspberry,3.95441020373255e-05
4914,ratepayer,3.95441020373255e-05
4917,rationale,3.95441020373255e-05
4920,ravioli,3.95441020373255e-05
4921,rawhide,3.95441020373255e-05
4926,reactant,3.95441020373255e-05
4936,reamer,3.95441020373255e-05
4942,reboot,3.95441020373255e-05
4944,recapitulation,3.95441020373255e-05
4953,reciprocity,3.95441020373255e-05
4955,recliner,3.95441020373255e-05
4957,recollection,3.95441020373255e-05
4959,reconsideration,3.95441020373255e-05
4966,rectangle,3.95441020373255e-05
4970,redirect,3.95441020373255e-05
4971,rediscovery,3.95441020373255e-05
4974,refectory,3.95441020373255e-05
4979,refreshments,3.95441020373255e-05
4982,refund,3.95441020373255e-05
4988,regionalism,3.95441020373255e-05
4995,rehospitalisation,3.95441020373255e-05
4504,pineapple,3.95441020373255e-05
3400,larder,3.95441020373255e-05
6800,zucchini,3.95441020373255e-05
1233,colonialism,3.95441020373255e-05
1212,coinsurance,3.95441020373255e-05
1215,coleslaw,3.95441020373255e-05
1218,collagen,3.95441020373255e-05
1221,collard,3.95441020373255e-05
1225,collectivisation,3.95441020373255e-05
2059,ellipse,3.95441020373255e-05
2057,elixir,3.95441020373255e-05
1226,collectivization,3.95441020373255e-05
1230,colloquy,3.95441020373255e-05
2053,elicit,3.95441020373255e-05
2013,ectoderm,3.95441020373255e-05
1234,colonisation,3.95441020373255e-05
1238,colorlessness,3.95441020373255e-05
1248,comestible,3.95441020373255e-05
1253,comma,3.95441020373255e-05
1256,commandment,3.95441020373255e-05
1265,commonsense,3.95441020373255e-05
1267,communicant,3.95441020373255e-05
1288,complication,3.95441020373255e-05
1289,complicity,3.95441020373255e-05
2061,elongation,3.95441020373255e-05
2062,elver,3.95441020373255e-05
1208,cohort,3.95441020373255e-05
