PROLIFIC_PID,subj_id,debrief,suppression,simulation,heuristic
607f2422bed40ea3005ec422,447,I played each round the same. Trying not to hurry and put the answer in was the hardest part about pretending. I really didn't have a strategy for guessing pretenders.,0,0,1
57d0a0bee3221e00015fe385,446,i had no strategy i just guessed,0,0,0
60ca4cfb5c287146cad0695a,445,I tried to figure out the least amount of letters they used before getting the correct answer. I also based it off how much time it took for them to get the answer correct.,0,0,0
5f744fb50bfbbd0a01cd5435,441,It was hard. I tried to pick very common letters at first even if I knew they weren't in the word to seem like I was guessing.It was hard to tell between people playing for real and pretending. I mostly got that wrong.,0,0,1
6154973c69da7c97996a19f6,440,"I tried to think about other common words that people might be inclined to think of first such as ""teeth"" instead of ""tooth"", or ""Indiana"" instead of ""Montana""Alternatively, I either selected vowels first or the Wheel of Fortune most common letters RLTSN E since some people might use that method to eliminate answers if they were guessing like that instead of listing off potential words in their head first.",0,0,1
56210effed6e5a000ac7f3a5,438,"no strategy, just tried to do it as if the word wasn't up there. It wasn't really difficult, I just pressed the letters in the way I usually do when playing hangman. It was much harder to identify the people who were/were not pretending, since everyone has their own methods of playing.",0,1,0
5f50732850c7c600098593df,437,"I tried to take my time but a lot of the time I would kind of rush when I got closer to revealing the whole word. It was hard not to rush through it and telling other players apart was very tricky since it was hard to see whether they got lucky in guessing some of the first few letters or not. I didn't have a stragey for this part, it was hard to tell.",0,0,1
5a3bdd2c8d005a0001829f3e,436,"I tried to not get any perfectly on the very first try, as that would be a dead giveaway that I had already known what the word was.",0,0,1
5a78b8355292b800012284ca,435,"Just used the most commonly used letters in words in all of the games first and then when it became obvious, I filled in the rest. The most difficult about pretending was to not use the most common letters. I couldn't figure out who was pretending and who was for real and I basically guessed.",0,0,1
5f49f3262a3d07563d14a7f1,434,I tried to start with vowels first since that seems like a common strategy. It was difficult to decide the order I should guess the letters when I was pretending. I didn't have any strategy for guessing whether the other players were pretending or not.,0,1,1
615200800c7a074171c4968d,433,when pretending I picked a vowel that wasn't in the word first. the hardest part of pretending was when there weren't a lot of options for picking something wrong. Like a 4 letter state - there is only one. the only strategy for identifying pretenders was if they picked something totally stupid just to be wrong - like C in a number - no numbers have a C.,0,0,1
62b20c0065e9809e66d13fa5,432,i tired to play as if i didnt see the word starting with the most common letters someone would choose.,0,1,1
60fd6618f9a377f54dcdf318,431,I guess random letters. The most difficult part about pretending what passing time. I didnt have much of any strategy for the last part.,0,0,1
5484655ffdf99b07b28f22cc,430,just used intuitive feelingThanks for letting me participate and thanks for adding to our body of knowledge. :),0,0,0
614f297777d0d8f5e2a5b354,429,"My strategy for 'pretending' was simply by using the same letter choices, (i.e., I always start with E because it is the most common letter used in words) that I would have used if I hadn't known the answer.  As to deciding who was playing for 'real', it seemed fairly obvious to me.  I didn't use a strategy, but if they chose unusual letters or combinations, or chose too quickly, then I knew they were faking it.",0,1,1
5ae9cadf7de272000165843c,428,"Usually start with A, E, I, O, U and then more common letters like S,T,R to pretend I did not see. The most difficult on pretending was not to go too long and make it obvious. To tell if people were pretending it was a bit tricky as some could have gone either way.",0,0,1
628e196e63bc7ab9e6c6caea,426,difficult about pretending was trying to think about what I would choose.  I knew that if people were pretending they would use more letters than if they knew.  ,0,1,0
6000ca0be380e61f33f7a0fa,424,I did have a strategy which was thinking about other words that weren't the actual word that worked. What was most difficult was not being obvious about what was the right letter and what wasn't. For telling between pretenders and for real I just imagined what I would do if I didn't know the word and did that.,0,0,1
5fd0ed3ee993330172b0b97a,423,"Play the E first followed by other vowels. E is the most used letter. Seeing the word and not jumping into it without selecting vowels first was difficult. Pretending was decided by the same, did they choose vowels first? How long did they take to choose letter to complete the word when it became obvious what the word was. For ex: TOOTH. They had all the letters except for the H and took a long time to click on H.",0,0,1
62b5da77688feb883eba275d,422,"My strategy for pretending was mostly the same as my normal strategy, I pick the most popular letters until I can guess, mostly in the same order.  The hardest part I think was pacing, I'm sure I did it much too fast when I was pretending.  Can't really say I had a strategy for telling pretenders, as is evidenced by my terrible results on that part.",0,0,1
6298fbc8e35ae6800ccb3128,421,I always guessed a few vowels first. The most difficult part of pretending was figuring out which consonants to start with. Some of the pretenders seemed to deliberately avoid guessing letters that seemed obvious to guess ,0,0,1
60fcc292d13ae9614d4a77a7,420,"I started with the strategy I would have used (going for the vowels) and then deciding if I would have known the word after that, like the word tooth, once you have the o, you have to know the rest. I had no strategy for guessing who was playing normally or not. ",0,1,1
57864d24900cc80001d2de56,419,i was a little slower than if i did not knew the word,0,0,1
61083a81b73e8f4168364565,418,I used my same strategy when I was pretending that I did when I was guessing normally.  Pretending was hard because I already knew that word. I didn't have a strategy for telling if someone was pretending or actually guessing. I guessed very different than them.,0,0,1
5e52d0122f5f952f2a7b6b28,417,When I was pretending I tried to take thoughtful pauses. The most difficult part was picking incorrect letters that could still plausibly be good guesses. When telling players apart that were real or pretending I looked at their delays and if letters made sense too. That was my strategy.,0,0,1
6111a8e5c22c39a1c92edb70,415,My strategy was to try to look like I was guessing and trying to watch for that sort of deceptive tactics was my strategy for the pretenders.,0,0,1
62926f5a375553f13d68bc92,414,"Using Es or As or Ts is good strategy for games like this, they are the most commonly used letters, also just vowels ingeneral help.",0,0,1
58064d91f25c440001678a10,412,I thought using most common letters would show normal play. The most difficult part was knowing when to solve and not adding wrong guesses. I think the same strategy applied to guessing if players were pretenders or playing for real. Too many guesses when the solution was obvious was a great indicator of pretending.,0,1,1
60c80a0fb4b86678ad903cc1,411,I picked the common letters you would normally start with. I judged players but what letters they picked and how long it took.,0,0,1
6143af8721d1445864c4f6c8,410,I just did the pretending the way I would have normally.  It if looked like pretend then I picked it.,0,1,0
6100c28ed43a1dea00f08633,409,"When I was pretending, I tried to pick letters that i would normally use in the same situation. When trying to guess who was pretending I guessed they were pretending if they chose a letter different from what I felt seemed the next obvious choice (and it apparently wasn't a very good strategy! LOL)",0,1,0
5d1aa9db716058001a060031,408,No I guessed,0,0,0
5ecff62cb1b0dc08775b33f4,407,"I just tried to play as I would if I didn't know it, I usually start with vowels then go from there. Using time effectively was the most difficult part of pretending. If they took way too long to choose letters I thought they were pretending.",0,1,0
6134e3d48d0eaa5c8fe8c25e,405,"No strategies, just intuition ",0,0,0
5e29d24605043a02e9043472,404,I tried to guess the most common letters as opposed to what I already knew was in the puzzle,0,0,1
606dfa579ce4f86f0c7d3568,403,1) I tried to use the same strategy that I use to guess the words.2) I think the hardest part was randomizing the letters you were going to hit to try and trick the other person.3) This was the hardest. No strategy just looking for patterns.,0,0,1
5bd4c1d09afb5b00015c5bdd,402,"For pretending, I used letters that I would have normally chose. I continued to choose letters that made sense in solving the puzzle. When guessing about which players were pretending, I decided if the player's choice of a letter was somewhat reasonable. If a letter seemed too much out of the ordinary, then I decided that the player was stalling and was pretending not to know the word.",0,1,1
613461a8b9035cf9b29ad84d,401,"When pretending, I tried to stick to my normal strategy of vowels first and then tried to think of what guesses would look reasonable, whether or not they were correct. It was difficult to remember what playing normally is like when you know the word.For deciding who was pretending, someone making guesses that make no sense in context was my biggest factor. A person who has no idea might make bad guesses, but they'll usually make sense. A bad pretender will guess random letters regardless of context.",0,1,1
62c2fef6243a544e0f6196a0,398, My strategy was mostly luck and trying my hardest to seem like I didn't know the word and that was the most difficult part. It was difficult to pretend because I was trying to figure out how I would act seeing it for the first time. The player who were really playing were more careful in their answers I noticed. Again my stategy was luck.,0,1,0
58595b56a3149800011e156e,397,"I struggled with it, I had no real strategy",0,0,0
61080e427da5813c9ecceae1,396,I used the same letters I usually use to begin a game. Then I continued to choose common letters until the answer became clear. ,0,0,1
60c93f189082587ea79ce324,395,I tried to take my time like I was really thinking about the world and making a real guess. It was so difficult to select the wrong words to make it seem like I was working hard. It was so hard for me to tell who was pretending and who guess normally because I tried to see if they would use the same strategy I used by taking their time and guessing letters they knew were not correct to throw me off and trick me into think they guessed normally.  ,0,0,1
5afe338a4256e90001d5c64b,393,"I tried to follow the same ""method"" (vowels first) as I would if I did not know. For evaluating others, I tried to see if there was a logical, thinking process or if they seemed to be choosing randomly.",0,1,1
5e46d70ab1f1c5000d96800d,392,yes choose things I normally would,0,1,0
5d649652adc4e8001a2d258d,391,"WHAT WAS THE HARDEST OF PRETENDING NOT TO KNOW THE WORD WAS THE CHOICE OF TAPPING WRONG LETTERS OR NOT. AS FAR AS TELLING THE DIFFERENCE IN NOT PRETENDING OR PRETENDING, I PAID ATTENTION TO HOW I PLAYED AND HOW IT WAS BEING PLAYED THEN.",0,0,0
5f3d6975ef131710ed519c7a,390,no I did not.It was hard to time when to click a word.I thought when a player got more right it felt like they were lying.,0,0,0
5cd107e3c497de00161a0d76,389,The time lapse was a trick into me thinking they were pretending or not.,0,0,0
56b4fa8da9d33a000c892091,387,I tried to not choose correct letters right away and make it look like a discovery through error. I did not do well telling the difference between pretenders and normal players.,0,0,0
5b208c7888ee7400012b63f4,386,I tried to pick letters that I would have chosen if I were playing the game normally.  Pretending was the most difficult when I had to decide whether I would have otherwise known the correct word.  I didn't have a strategy on the last part.  I just felt it out.,0,1,0
5fb4838f3efce01cc28e7f1b,385,"When I was pretending to not see the word, I tried to fill blanks in with similar words. The most difficult was choosing different letters without appearing to be to dumb. When players took to long, I assumed they we're pretending and this made me lose some points. ",0,0,1
6105071250a85ac79822ce18,384,My strategy was to start with popular letters. It was difficult figuring out at what point it became obvious what the word was. I based telling who was pretending on how long it took them to guess.,0,1,1
5f98ab718920801c578363ab,384,"I did not have a strategy for telling who was pretending or not, I just went with my gut feeling on that. As for pretending like I didn't see the words my strategy was basically just taking a few tries before putting in the answers.",0,0,0
58e79ac632bebb0001b741ec,383,"NO,TO MAKE IT SEEM LIKE I WAS PRETENDING WAS HARD",0,0,0
55abb1a5fdf99b501fab62e3,382,I did not have a strategy when pretending that I did not see a word. I was difficult not to pick the correct letters too quickly. I did not have a strategy to to tell who was pretending and who played for real - I just guessed.,0,0,0
5c2fcd716ea6880001dc8e3d,381,I TRIED TO CHOOSE LETTERS THAT WERE THE OPPOSITE OF WHAT WOULD FIT AT FIRST. I ALSO MADE SURE IT DIDN'T GO TOO FAST WITH SOLVING. NO REAL STRATEGY JUST A FEELING WHICH I WAS WRONG ABOUT AT TIMES.,0,0,1
5f36cb5c5a67570e141f4ef3,380,"yes, already knowing and then pretending to use my strategy, if it did not look random or a strategy then it look like pretending",0,0,0
56e6a66af6ed900006a5867c,379,I tried to throw a couple fake letters in. I normally started with A and E when doing it legit so I figured I'd always start that way. I don't think I was completely convincing.,0,1,1
5d60b5beea1c1c0001c98bf6,378,I didn't have a strategy for anything. The difficult part was when it was really easy but I felt I had to go slower to act like I couldn't figure it out fast. ,0,0,1
5dfe8e7bdc8535b21b18ea2f,377,I ended up watching how slowly they did the obvious and that was an indication that they knew the word but were pretending not to.,0,0,0
5e2610aad15fdb000c054503,376,yes - I tried to pick letters that i would normally start with in the event that I couldn't formulate guesses from merely observing the length of the word. starting with letters Z or M would not seem realistic. I also used this strategy for attempting to guess real and pretend players. the last one (tooth) was a tough one to guess - he lucjed out guessing o!,0,1,1
5e09ffd8fa3d102a583771c1,373,"No, I did not have a strategy about pretending to not see the word. The most difficult thing about pretending was trying to remember what I would normally do and proceeding with such. For telling who was pretending and not, I tried to notice if there was a relationship between the pauses between letters. I couldn't tell if there was one. Also if there were any moves that particular stood out, like why an S and then T? Because they're next to each other? S and T can be near each other sometimes, so why waste guessing on both if one would reveal the other? I didn't have much of a strategy actually. ",0,1,0
5720a9f6fd3a5200113c1891,371,I didn't have any particular strategy. The most difficult thing about pretending was trying to think what letters to use so it could look like I'm not getting it right away but at the same time I wasn't sure when I should use the right letters (that I knew were part of the answer).,0,0,0
60fd080d5476f4a77211bafb,370,I tried to guess common letters that I knew weren't in it first.  Going slowly was hard.  I tried to judge how quickly they got the word and how many mistakes they made.  ,0,0,1
61206e8d3e6a6ccdd064637c,369,"Pretend a strategy I started like I usually do, with an e, then if I could guess it I would, if not I would either try and a or s, depending on how long the word was, to how many e's showed up.When I got the first figure out the fake wrong, I decided to switch my opinion, to the opposite judgment I made, but this did not wok out either.",0,0,1
6282575ebe32fdc6268babc8,368,I would always start with typical vowels and consonants. It was hard to pretend when the word was very obvious. Based on my results I was terrible at telling of the other player was pretending.,0,0,1
5fb96682a2e58b7e38a6f5d6,366,No. It was difficult to pretend because you can clearly see what the word is. Sometimes it was obvious that the player was overly pretending not to know the answer when it was obvious.,0,0,0
5ded38c39f631c3f7601388f,363,I tried to imagine what the first letter most people would use when playing the game. It was difficult trying to act natural and not go right for the letters. I tried to figure if someone would take their time longer to figure it out and how many letters someone who is pretending would choose before figuring out the word.,0,1,0
5e2b74daae56b71b9d24d89b,362,"When it's obvious, they are still guessing letters that would not fit. They are pretending. When it's clear they are getting it, then they just pick the right letters normally - this is legitimately unknown previously. ",0,0,0
5dcf7b49523df00ae9c4e07e,360,picking the letters i would pick when i did not know the word,0,1,0
55b2d3f2fdf99b525bc839aa,359,it was hard trying to pretend. I have a hard time not being honest with people and it shows up as me pretending most of the time.,0,0,0
62963b6ead5392873d7d9fe8,357,"My strategy for pretending was to pick incorrect letters in words that would fit, then pick common letters including some correct ones, and then fill in the word. The hard part was figuring when I would have correctly guessed. (Looking at you, Taylor Swift.) For telling the pretenders from the players, I just compared their picks to my own. If they took too long to guess, then they were pretending.",0,1,1
601e1253bbecc3279e4fb472,356,trying to be natural about how i selected the letters. And those who seemed to be too direct on the task when telling between the players. ,0,0,0
59d8ae913e5ea00001e1d05f,353,"I tried to just use a similar strategy to if I didn't know the work, as in choosing the same letters etc. I just used my intuition to guess whether others were pretending or not.",0,1,1
6056962634a5230dacdb63fc,354,"In pretending I did not see the word, I just used my normal strategy for guess (Similar to Wheel of Fortune rules... RSTLNE). I couldn't really tell when others were pretending, so I just randomly chose between pretending and not-pretending.",0,0,1
5ae59f8cc3c3ab00018f7185,352,I started with the normal letters that I would choose when starting a puzzle. Then went from there.,0,0,0
60e45acbc927879ccc9637c4,350,"Looked to see if they picked commonly used letters, and how long they hesitated to make the next choice.",0,0,0
5e2d96d3bc554937d1b3917a,348,I did. I tried to pick vowels first figuring that's what most poeple would do. Then if I started to get a word i figured people would know i finished it out quickly. if no vowels i kept picking vowels. It was difficult to know how dumb or smart people playing might be.Very hard to tell pretenders from norma players. I coulnd't make any ssense of how to figure out if it was an N or P player,0,1,1
60b3e6ad448226548d21fc4d,347,I put in the most common letters first. Taking my time was hard. I looked to see if the pretenders chose the most common letters first. I felt it was a giveaway when they did not. ,0,0,1
5ccba9db385fbf0001f55fd6,345,"Not at first with the not seeing the word - I thought I should just guess typical guesses that I thought were most popular in words (R,S,T,L,N,E) but then I realized that it was inevitable that you could look at these topics and the word count and be able to guess fairly accurately what it could be if you thought about it long enough with only a couple of eliminations if any. Pretenders went in really fast during the replaying of games. They clicked randomly and didn't make sense of their choices. Real players were afraid to waste their points, so they took their time and considered every single move. The length of time and the next best choice was considered for the real players. ",0,1,1
5f0550bf5819b18476ee8343,344,"I always guessed e first, because it is the most frequently used letter in English. Then  went for T, the most frequently used consonant. For guessing whether someone was pretending or real, I looked at whether they guessed a vowel first, because guessing a vowel seems ""real."" I also looked at how quickly they got it, because getting it quickly suggests real play to me. Anyone who guessed an odd or infrequently used letter, like J or Y, on the first guess, I labeled a faker. However, the person who guessed a Y early on in guessing a number was not faking, just smart, and I was fooled.",0,0,1
6266a849331cc893a5b22cf6,343,"If they chose letters that were more frequent, then it made it seem they were playing for real. E, T, O, A, etc. to start with.Pretending to not know is harder than it seems. You have to have a few guesses using more frequent letters and pretend to stumble onto the word.",0,0,0
5c40bb8880392f00015e8910,342,I am ok at the game anyway so I just tried to imagine that the word was not there. I always usually start out with certain letters to get me started and then I just go from there. It is hard to pretend sometimes. It is really hard to pretend when the answer is in your face. ,1,1,0
628ff919d843cc2a752e489a,341,"My strategy for pretending was to just play as I normally would. Look at the category and guess very common letters, for basically everything but states I would guess E or with states A and than depending what I got guess T or another vowel.As for those who were pretending or not I looked at the letters they guessed and if it was close to what I would have done and the guesses they took afterwards + the amount of time it took",0,0,1
5dcea7314d51e4107516c80d,340,"I think I picked an incorrect vowel since people usually go for the vowels.  If it was a long word, I'd then pick an incorrect consonant.  Then get most of the letters right.  For some reason, I found it easy to decide who was pretending.  If they took a very long time, then they seemed genuine to me.  ",0,0,1
6272919c35ab7659d0754c07,339,No strategies at all i just went with the flow the instructions of the task. To pretend was very easy for me and to tell who pretenders and who played real is a little bit confusing but it's all good.,0,0,1
5f048fdc0aea5b0ae3215fc9,336,"I went with how I normally played by going to vowels 1st. Then think of what letter would a person pick next after seeing the vowels. Trying not to finish the word with fewer tries than the other person. Not really it was hard, but I look at how fast they got the word after the clues. ",0,1,1
62b5e1d73e3c296905ba2738,334,I just guessed vowels and took some intermittent time between guessing. I could tell if people were lying when they were guessing in consistent intervals.,0,0,1
61021b86628e0777c0c8c015,333,"I tried to think of other guesses with the same amount of characters and used the letters that were not included in the real answer. I used a similar tactic to determine who was pretending, also how fast they went.",0,0,1
5bbf523d83f9790001ce549a,332,I started of with the vowels first and than went from there with the word,0,0,1
5f0fd43f114b6a07e3c05d1b,330,I didn't have a particular strategy outside of not finishing too quickly. I believe the most difficult part was knowing when to follow through (finish). I just used gut instincts with telling players who were pretending and who were for real.,0,0,1
5f7cfe8edd75001c4eb45861,331,"MY STRATEGY WAS TO USE COMMON LETTERS RSTLN AEIOUIt was not difficult to pretend, I pretty much just stuck to my strategy.It was harder for me to guess other peoples, I think the longer they waited to choose between letters meant they were pretending.",0,0,1
615064bfb9e0c46f6a9b91b1,329,How many attempts made,0,0,0
62bafaaf47d4f00f56347098,328,THE WAY  IT AWHILE TO RESPOND THAT IT WAS REAL,0,0,0
56f2a23eed0cf60006913151,327,"I had no strategy, I just picked vowels first,mostly A. Figuring out how to pretend was the most difficult part; you cant unsee something you already know. Again, no strategy to figure out who was pretending and who wasnt.",0,0,1
5eacb9950c7a9532645a3dca,325,"When pretending I used my initial strategy for when I didn't know, which would be to guess vowels first. The hardest part about faking was making the logical moves seem consistent instead of random. I tried to pay attneiton to things like time and letter choice for the 3rd task but mostly got them wrong. ",0,1,1
60fe3f623a905f955c654cb5,323,I tried to click the vowels in order each time. When I was tring to determine if people were pretending I was watching how long in between clicks. ,0,0,1
5e4e844553bc702cdf68404d,321,When I was pretending to not see the word I choose vowels first. The most difficult thing about pretending is knowing how much time to wait before guessing. I thought the pretenders answered faster and were more accurate in their guessers than the real players.,0,0,1
5dd352c51c219b35931aefd1,320,I chose common letters such as E and S and R. I chose letters as I normally would. I watched to see if players chose common letters like I did such as R or A ,0,1,1
5cb67a7ab73e8a001507fae5,319,"It was difficult because the letters where already there.  I have a habit of going to a few chosen letters and they seemed to align for me.  Also words like the number once you had a letter, for me it was very easy to determine what it was but I had to think from the average person's point of view and that threw me off.  Excessive time some used also was tricky because I did not take into account my own timing so.",0,1,1
614de6faf1af6a87e98a50bc,318,"no we didn't have a strategy, the most diffifult part was trying to find it word it could be,  ",0,0,0
5e24fbd4e1f467771c234e5f,317,I didn't have a certain strategy but guessing.,0,0,0
5658000ca9872d0011e1ba26,316,"I just tried to eliminate vowels as I normally would. The main difficulty was trying to strike a balance to seem like I didn't know but still maintaining a decent number of points. For other players, I was convinced mostly by how long they took to solve the puzzle.",0,0,1
629e112d75f3665c8362ab6f,315,"For pretending I just guessed the first letters I normally would (vowels). Pretending is difficult after the initial vowel guesses because it isn't possible to go through your head about what it could be when it is already in front of you. For players who pretend, I didn't really have a strategy other than it seemed suspicious when they guessed a bunch of wrong letters in a row.",0,1,1
5b48f2d0ff7497000125165e,313,"I just tried to go with the vowels first. The most difficult part was just trying to get into the mindset of not knowing the word. I thought I had a decent grasp on who was pretending/who wasn't, but the slow, deliberate pace and aggressive plays caught me.",0,1,1
55b67c31fdf99b26b999cc1e,310,No strategy. I just did the best I could.,0,0,0
628e5f283594e1a48a04886f,309,"Yes, I had a strategy. I went with a lot of the common letters first like you would see people initially use on Wheel of Fortune (or the final puzzle RSTLNE). I usually started with E, and went through. If I found myself getting close, I would try to throw it off a little. If the wording looked very obvious (as in most letters were available) then I would solve it, because someone would be able to. The most difficult part was probably deciding what to do when about half the letters were there. My strategy for trying to tell the two apart was seeing which letters they logically chose. If they chose letters that didn't make sense when they had a good amount to work with, I would suspect they were pretending. Also, if when the solution was clearly there they didn't choose the letters in order of the word I considered they may have been pretending. If they had a clear solution and solved it quickly and in order, it made me believe moreso that the person was a real player. The pretend players sometimes also took too long a pause during times that the solution was clear.",0,1,1
5ba292385301b80001c71ba2,307,I just made guesses as I normally would if I did not know the word.  I used common scence for guesses by others.,0,1,1
5d88f010859c9e0001810e88,306,"When I was pretending I chose the most common letters I could think of such as R, S, T, E or similar. If any of those gave obvious clues I went from there. For one the ones that were states I tried to think of how long it would take to try figure out how many states there were with that number of letters (only 4) and pick a letter from those states. When guessing if the other players were faking, it seemed odd when they picked uncommon letters are were taking to long, or when only one letter was left and they did not know who the Dali Lama was, so I think it is hard to know. ",0,0,1
5a84f454ae9a0b0001a9e4e5,305,"I tried to stick to my normal method of picking vowels first. I didn't want to get it too quickly so I would make wrong, but plausible guesses. It was hard to tell if people were faking or not, I mostly went by if they were too good in their guesses, thinking they were faking. If they played randomly, for example not taking vowels first I assumed they were faking but it seems some genuine players play that way as well. ",0,0,1
5e606b1eaf84e83c728748d7,304,I went off of how I faked not knowing.,0,0,0
5e27727328b7b698b037ee6c,303,"I just used vowels first, then tried to see if it looked like any word I could think of using mainly vowels. Then just guessed. Difficult about pretending was not being sure how someone that pretended would actually be doing it.To tell if people were pretending, I tried to see how fast they went and also if they managed to solve it quickly.",0,0,1
5f6f738fef894f0dbf9839f8,302,I did not have a strategy.,0,0,0
60ff2c3d915d23318b73ae8d,301,"I just followed the same strategy I use when I really don't know the word: I started with the vowels, usually a, then went to the consonants starting with s. then r or n, then l and t, etc until I could guess the word. What was most difficult about pretending was trying to figure out when I would guess the world naturally, if I didn't know the word in advance.",0,1,1
5d74001d391b6600175f433b,300,"I tried to play like I hadn't seen the word and did what I would do if I had no hint. The most difficult part was for the words that seemed particularly obvious, like Iowa - there are only two states that have four letters and the O placement gives you the answer right away. It was hard to decide if I should pretend it wasn't obvious. I was pretty bad at telling who was real. If the player got all or almost all the letters right away I thought they were real, because pretenders would probably be less direct. That wasn't always the case though.",0,0,0
5fc5fd00df3de91986555c73,299,"I felt that players who got the answer too fast or really well were playing seriously, because if they were pretending and were told not to act like they knew the word, they wouldn't have gotten the word so fast. My strategy for pretending was guessing popular letters first, like A, A, T, S, etc and guessing more until I would feel as if I had enough information to guess the rest of the word correctly.",0,1,1
629f6cdcdd0bad48b3f03f1a,298,"Yeah I tried to make it seem like normal, not much of a strategy but get a couple wrong and then answer some right. Knowing the answer. I couldn't really tell the difference I guess.",0,0,1
60db3eeb564183360082d3a7,297,"For pretending, I stuck to the strategy I use normally: vowels, s, r, t, then guess. It was hard to pretend to have the realization moment you have when you play normally. I didn't have a strategy for detecting pretenders.",0,0,1
6286b299b72d9737157f9a66,296,"When pretending I tried to solve it like a wordle, going for vowels and ""crane"". But I also tried not to look TOO clueless, especially once the word was obvious. That's what I looked for in other players to determine if they pretended. They looked unreasonably clueless.",0,0,1
5d42486206811e001ada5b4b,295,no i just picked what i thought was right,0,0,0
62364dfeaa620673cd7af4d4,293,"Just pick my same starting letters like I normally would. The difficult part was not just finishing the word even though I knew it already. I did not really have a strategy for telling between players who were pretending vs those who played for real, I just went with my gut.",0,0,1
59dc458f77860e000151240e,291,"I tried to mimic how I actually play the game, with guessing vowels and common letters first and not holding back when a word seems it would be obvious.  I wasn't sure whether the timing of my selections would be recorded, but I played like they were anyway.  The hardest part about pretending was simultaneously thinking about what I think would fool others, what might fool me, thinking about what level of skill I am pretending to play as, and whether the word is guessable at any point.  To see which players were really playing and which were pretending, I mostly tried to catch them on any implausible guesses or moves, like guessing a rare letter that's in the word or holding back when the word should be obvious.  For example, there are only three four-letter states, so the answer should be solvable without mistakes.  That's something I could have done better on with my pretending, but was able to let me spot a real player instantly.",0,1,1
6111dbe985f809c17943f373,289,I did not have a strategy. I did not find it difficult pretending. i could tell when the players were genuinely trying by the amount of time they took between choosing letters.,0,0,0
58211fc787f6b90001f13f90,288,When I was pretending I tried to guess like I normally would. It was easy at the start but towards the end it was harder to pretend like I didn't know it.I didn't have a good strategy for guessing about the other players. I did poorly on that one.,0,1,0
6111ad7c064a7c16eeb2fb77,286,I tried to think of other words with the same amount of letters in the same category and worked slowly. Trying to forget the real word was the most difficult part. I put myself in the same shoes and saw how fast they solved and how much sense their letter choices made for the number of letters in the correct answer.,1,0,1
5e9f3f09ccc75a0c345e4845,285,pick common letters first. if they picked logical letters,0,0,1
5f5e32a0d6a12c6857b8e127,284,I figured most players would guess vowels first. I thought pretending players would do this too.,0,0,0
5ce9c6df6b2b3d001a94b24f,282,My only strategy was to choose the letters I would have started with if I didn't know the word. Nothing in particular was difficult. I tried to base my guesses concerning other players on intuition. ,0,1,1
62a779f845a7840040d41bf8,281,"My strategy for pretending was to think of words that could also fit into the boxes and make little wrong guesses.  If there was a letter that came up positively, I would pause for a bit to act like I was thinking of possible words.The most difficult part about pretending was to not act too stupid.  There aren't many four-lettered US States and my first guess was going to be Ohio.  So after hitting O and seeing it's the second letter, I had a choice to either play dumb or act like the answer was suddenly revealed to me.I didn't have a strategy, I just went off instinct.  I had trouble with ""Dalai Lama"", so when I saw the person guessed ""A"" so early I knew he must either be lucky or faking.  I guess for the most part if it seemed like a lucky guess to me I felt like it was a pretender.",0,0,1
62bdc776fef5f40aaed8cc88,279,"My strategy for pretending I didn't see a word was to try and go through the vowels or common letters as much as possible before the word got too obvious. For trying to tell real players apart from pretend players, I tried to think if their letter choices made sense compared to what letters were correct.",0,0,1
5cb4c5bad44c410017960aa0,277,"In pretending, I tried to pick what I would have picked if I was 'sounding out' the word. In telling players, I tried to see what letters they were playing, and how long they were taking (if it seemed like they were taking a reasonably long time to 'pretend' to pick letters.",0,1,0
5c3282cd53d7b10001934577,275,"When I play games like this I generally choose the same letters first all the time, I tried to choose those same letters at the beginning without taking the word into account. Most difficult was trying to see other words I might've thought the word was if if I didn't know the answer already to get more natural guesses. I just compared how they did to how I did and how natural the amount of time they took to guess seemed.",0,1,1
61098efe1c7dcf4133162908,274,I only strategy I had was to think of other words that could fit in and guess those first. The most difficult about pretending was making sure not to guess it right away. I guess the timing and if the person taken awhile to think about it ,0,0,1
5f42ac74bac9f24a6091bd27,272,seeing how long it took them once the answer was obvious,0,0,0
5b5c8d4e10aec90001ed4bee,271,I tried to pick vowels first as that is what people usually do. The most difficult part of pretending is knowing I would not normally have guessed the word early on and having to stretch it out. I thought players who took longer to make their decisions were more likely to be playing for real.,0,1,1
5dcca657854936945d68eaa9,270,No real strategy other than thinking about how I would normally play.,0,1,0
5acd205ffa3b4e000173d486,269,"Pretending was hard because I knew the word, but I had to make it seem like I was selecting random letters to guess. It was tough to go against my brain to select the wrong answer when I knew what was right. I failed at the guessing between players. So, there was no strategy. ",0,0,1
5f763e6e7632050c3712feac,268,"1. I just started choosing letters that I would have chosen had I not known.  Vowels are good places to start.  If they happen to be in the word, then I played from there, as if I didn't know. 2. When I got letters correctly, I wasn't sure at what point  would have known the word or I would have kept guessing.  So that part was tough.3. The first one got me...head...I really thought was a pretend.  So having that as the starting point made me rethink things. Clearly, I was only correct a couple of times, so it was more of a guess.  But I did try to think about my pretends and see if anyone had followed my type of pattern. ",0,1,1
5ef937f1ca998b000ca8c947,267,"I totally failed at predicting when people pretended, so I'm not qualified to comment on it. As for me, I tried to pick common letters first, as I would in a real game.",0,0,1
