,subj_id,debrief,suppression,simulation,rules
212,8186110,"I had to see how they played the game in how fast they went and how they played when dropping the bomb, when a bomb landed on the ship, I had to see how they sunk the ship too.",0,0,0
213,8195be2,No. Just guessed.,0,0,0
214,817612e,not really,0,0,0
215,8.17E+04,"not really, just played as I normally would",0,1,0
216,8166101,"To pretend I had no hints, I played the game with the same strategy I would use if I didn't actually have any hints. To identify players that had no hints, I watched for those that seemed like they were playing with a strategy.",0,1,1
217,8156162,My only strategy was to start in the middle or the corners and to try and to remind myself that battleships can not be touching.,0,0,1
218,8145c50,click four corners and then click randomly in middle.tried to copy players who did this and select them,0,0,1
219,8155fc8,I tried to go for some that were correct and some that were deliberately wrong.  It was just a hunch when guessing who did what.,0,0,1
220,8136157,No,0,0,0
221,8.13E+95,"My strategy was the click around the battleships as if I didn't know where they were. When working out between the players with and without hints, I looked at who took the longest and whether it looked like a genuine guess.",0,0,0
222,8105c67,Guessing on purpose. The one not faking it took longer. i had no strategys,0,0,0
223,8095f16,"I would get a hit, then go the opposite direction of where I knew it was.  This makes it look like you're trying out which way the ship is.  I tried to look for players that were making logical choices, and those that didn't I think had hints and were pretending.",0,0,0
224,80660fc,no,0,0,0
225,8055ea7,I ended up just picking whichever player went faster as the one with no hints. ,0,0,0
226,80460fc,nope,0,0,0
227,80260fa,"I used time and logic. If a person obviously hit a ship and jumped to a square completely outside of the ship, I marked it a 'phony'",0,0,0
228,8005dec,"I always play from the top-left square down the centre diagonal. If I find a ship, I try to finish it off. Then the remaining corner squares, and I start to fill the gaps that are leftover. I tried to do the exact same strategy even when I had the hints.If players were actively avoiding the hints, it was a bit more obvious that they had them in the first place. The last pair threw me off because the second player waited so long at the end.",0,1,1
229,79960f7,mostly about how fast they completed it i squinted so i couldnt see where the hints were when i played,1,0,0
230,7.99E+53,When I was playing with hints I was trying to play as if I didn't know where the boats were by checking spots and making sure if a boat was hit the other boats couldn't be touching directly. I figured the players who placed blocks randomly and then got all the answers right away got hints.,0,1,0
231,79760cc,whoever had to use less clicks to win.,0,0,0
232,7965e9f,"The strategy I had for pretending I had no hints was to go a square in a wrong direction when hitting a ship, even though I knew the correct direction. When I was determining who was with or without hints, I looked for the same strategy I used and looked for ones that would go the opposite direction of the ship first and choose that as the one without hints.",0,0,1
233,7955d0c,i did not have a strategy though i tried to ignore the crosses.  without and with hints i tried to work out if they were following a pattern,1,0,0
234,7946155,When it came to pretending I simply selected at random. But I based my other judgement off actions I felt I would take.,0,0,1
235,7935f4b,no i did not have a strategy for neither i just followed instructions,0,0,0
236,7925bb7,"I just played like I would normally play, ignoring the hints. For the most part, players with hints would win very quickly. I got fooled once because both players won quickly, so the player with no hints just got lucky. ",1,1,0
237,7.92E+86,"I basically used the same strategy that I used if i had no hints - which is to start off by clicking on all 4 corners and slowly going inside. To tell others apart, you can sort of tell based on how they react after they find 1 piece of the battleship. ",0,1,1
238,7905fe4,I look at how to identify the 3 blocks firsts.,0,0,0
239,7896118,Played as if the crosses weren't there or intentionally made mistakes.,0,1,1
240,7885f07,no not really i jsut went for it ,0,0,0
241,7.88E+42,not really,0,0,0
242,7866016,I tried to ignore the hints as best as I could. For the part about telling which player had hints I had no good strategy and therefore performed poorly.,1,0,0
243,7855cd7,"No particular strategy for either, just intuition and - sometimes - logic",0,0,0
244,7846144,"The only thing that I could think of was when I hit a red square, the automatic reaction would be that another red square would have to be attached to it in one direction  so your next natural move should be to try working around the red square",0,1,1
245,78360fd,"i went about it as though i didnt have the hints, like ""how would i play this normally? then i would see if the people who had the hints were being ""too good"" with their guesses. sometimes it worked, sometimes not.",0,1,0
246,7826151,"my general fooling strategy was to imitate how i played on the first round, and to get appx the same score as on the first round. the second time i tried to see which one appeared to have luckier guesses but then tried to pretend it diidnt know what direction the boat was aligned to",0,1,0
247,781605a,WORKED CORNERS FIRST.  TO EXCLUDE OR INCLUDE,0,0,1
248,7805eec,"I thought of what I would do if i had no hints, and i also watched the speed of completion ",0,1,0
249,7796108,"my strategy when pretending was to not select the correct squares too quickly. when telling which players had no hints, I tried to see who got to the answers quicker.",0,0,1
250,7785ad0,"I pretended to play as if I couldn't see the hints, although sometimes I probably didnt do that well. For telling between players with and without hints, I tried to look for a pattern of one of them failing a suspicious amount of times, and assumed that person was the cheater.",0,0,0
251,7775b72,I didn't have a strategy and just looked at which one seemed more suspicious.,0,0,0
252,7765be0,no,0,0,0
253,7755d3c,I just tried to use a grid drop of bombs with the occasional random drop until I started getting hits. After that I tried to ignore the x's and just use deduction to figure it out. I tried to look for people using logic to figure out where the ships were to distinguish between players with hints and those without.,0,1,1
254,774598c,"When I pretended to have no hints I tried to ignore the information given in the squares, and play as if I didn't have that information.I didn't really have a strategy for determining whether the players had been given hints",1,1,0
255,7735d61,imagining how i'd play without hints. clicking the squares around a red square. I would guess that the player who took longer and used my above strategy had hints. people who clicked in a pattern (e.g. start at the corners) probably didn't have hints,0,1,1
256,7725da7,I just tried to go to the spaces I would have done. I did watch the gameplay to see who appeared to be avoiding finding the battleships too easily,0,1,0
257,7715a81,Not really. I just play like I normally play battleship. The people I guessed to not have hints are just bad at the game.,0,1,0
258,770614f,"I used the same strategy I would have used anyway. A simple grid search pattern. Being consistent is the key. If you don't change what you're doing then there should be no one able to guess. As for guessing other players, it's an art form. You can just tell as some are obvious and some are too tricky. It's like poker tells.",0,0,1
259,7695ce2,"I tried not to see the crosses when I was doing the games with the hints. I found it difficult to tell what other people were doing, I used the top picture but only towards the end",1,0,0
260,7685c87,"Yes, my strategy was to follow my normal search pattern to make believe I was searching randomly.",0,1,1
261,7676140,Not making it too obvious by looking like I was making mistakes,0,0,1
262,7656126,"To pretend I had no hints, I tried to play very methodically and to guess both correct and incorrect squares. To identify those who had hints, I looked for people with either extremely high or low accuracy (sometimes people faking not having hints may be inclined to guess very poorly, but statistically they should hit the boats more frequently)",0,0,1
263,7645d63,I clicked around as i would have if i didnt have any hints. And to tell if payers had hints or no hints i tried to see how fast they would click around ,0,1,0
264,76360f9,Not at all.,0,0,0
265,7.63E+18,"I figured people that didn't have hints would have some sort of strategical pattern they used to play the game, so I looked for that. ",0,0,0
266,7616173,"I just hit anywhere, like I would if I was doing it normally. I found players who used patterns to find the pieces usually didn't have hints. ",0,1,0
267,7595c4a,"yes i did have a strategy was trying to guess and play what I would have done, like corners first then middle,No I didn't have any strategy telling between players, I just guessed and hoped that it was a good guess every time.",0,1,0
268,7585efa,I tried to play the game I had previously done when I didn't have hints,0,1,0
269,7575f13,Just tried to make it look random at first then deductive guessing when squares were clicked. No strategy for guessing which players had hints. I did not do well with that.,0,0,1
270,7565c9e,somewhat random,0,0,1
271,7555dbf,I just going by  the speed of the game but also the number of clicks for deciding which players had hints or not. For pretending i had no hints I just randomly clicked until I hit a red square,0,0,1
272,7545d61,I tried looking at where they clicked and seemed if it looked completely random. I also looked to see how much time it took to complete.,0,0,0
273,7535bf0,"I just tried to click my try out squares like the Xs weren't there. On telling between players, I tried to see the hesitations.",0,0,0
274,7526108,i felt like the people who had hints purposely did not solve the three x battleship as quickly as they could.  i think i did the same thing.,0,0,0
275,75159da,"I just asked myself, what would I do if I actually didn't know, and I made decisions based off of that. And for the second part, I used the same strategy, but tried to see who looked like they were being tricky.",0,1,0
276,7.51E+05,"I tried to play with hints how I would usually play, by choosing spots in diagonal lines and away from other places I had picked. I tried to look for the same in other players but it didn't work out",0,1,1
277,7496012,"The player with hints did not think, they just opened other boxes that were not necessary violating the rules that the ships edges should not touch.",0,0,0
278,74855b4,"I thought the faster that someone solved it, the more likely they had hints. If both were relatively fast, I considered how many clicks it took them to get there.",0,0,0
279,747596e,just if the game seemed played a little quickly without thought,0,0,0
280,7465dc1,I simply ignored the hints and played my usual pattern.,1,1,1
281,74560fc,"i played as i normally do when i had the hints. for id-ing hinters, i looked for those who avoided the ships too much or got the too quickly.",0,1,0
282,7.45E+40,I just tried to be sure to click extra boxes randomly to make it look like I had no clues. When i played for real with no hints my games were quicker so I looked for quicker plays,0,0,1
283,7435f11,"the way the clicking follows each other, you can tell who is pretending not to know and who knows",0,0,0
284,7425a55,"for pretending i had no hints i would just choose squares in a diagonal fashion and try to solve 3 square sumbarine last.   I used this same approach when guessing if players were using hints, and also used the speed at which they were choosing squares as a guide",0,0,1
285,7405ed0,"I did not have any strategy, I was just guessing in this game. I did not think there could be some strategy.",0,0,0
286,7.37E+46,"I did not have a strategy for pretending I had no hints but tried to not make it too obvious either way. When telling if a player had hints, I did not have a strategy.",0,0,0
287,7335edc,"Trying to have the same strategy and replicating it when pretending. Also, using the same amount of time.People who stalled or didn't have the same strategy I thought were pretending.",0,0,1
288,73256cc,"When trying to pretend I had no hits, I just used a basic strategy on every board. When guessing which player didn't have hints I tried to see who made illogical moves that looked ""intentionally random""",0,0,1
289,7305dcc," I watched for the player to form a pattern, but that wasn't always accurate. In the first part I tried to use the same pattern every time hoping it would average out.",0,0,1
290,7295f4e,I just followed the same pattern as I did when I did not have hints. I could tell that people would hesitate in their next move after they hit boats.,0,0,0
291,7285d43,no,0,0,0
292,725611e,ignored the crosses and played what moves id make if they were all blank. start in the middle and work my way to the edges,1,1,0
293,72460b1,No real strategy to be honest - more inspirational guesswork.,0,0,0
294,7235f99,Not being obvious...and looking for the obvious.,0,0,0
295,7215ede,"I tried flirting around where the ships were, and trying to make it look like I found them on my own. When judging other players trying to fool me I found it useful to judge them by the speed in which they had their first ""hit""",0,0,0
296,7185a78,"No I didn't really have a strategy for pretending I had no hints, other than not to go straight for the crosses.When telling between players with and without hints I just looked to see if one went straight to the crosses and then thought that they were the most likely to have had hints.I did also look to see if where they did click was quite random.",0,0,1
297,7165e1c,No - pure guesswork,0,0,0
298,7155df2,Who ever looked like they had a systematic way of playing i thought looked legit,0,0,0
299,713605f,"I tried to play like I couldn't see them.  For other players, anything that said too lucky, or illogical follow ups to getting the first hit on a ship, were good clues.",0,0,0
300,7115f8e,just tried to see how close they got to the squares,0,0,0
301,7106009,"I had strategy, I just made my decisions as I played on.",0,0,0
302,7096116,"My strategy for pretending I had no hints was to literally play the board using my basic strategy, as if I didn't know where they were.  I use the same strategy always in playing Battleship, so that was easy.  For telling which players didn't have hints that was harder.  I tried to look for people who filled the board with some logic, rather than looking like they were going straight for the ships or avoiding them deliberately as being the people who didn't have hints.",0,1,1
303,707611f,"Not particularly, i just tried to think if they had a strategy or not. Clearly it didnt work well",0,0,0
304,7065f85,"I knew going slower might lead to second-guessing for the other player. The same element was used in 2 games where I let myself be fooled though my first instinct was they were following hints. Speed did not always determine - the player was either clever or guessing, so was fast; the strategic player tried to look slow.",0,0,1
305,7055aec,no strategy,0,0,0
306,7045ad4,I was looking for people who did not immediately find the ships.,0,1,0
307,70360fd,"I paid attention to how many times I clicked as I knew that I got quite a good score on that so an average player would probably have around 5-7 squares left. I also thought about where was worthwhile clicking, like not clicking parallel to ships as that was pointless and a real player would know a ship cant be there. I thought about this too when guessing which were real games or not.",0,0,0
308,7015a04,"I just tried to follow the same patterns I had used when I played without hints, and deliberately avoided the squares marked X to some degree.I picked the players who looked like they were playing too badly, and were hesitant, as being the ones who had hints.",0,1,1
309,700612f,"i made sure i clicked on either side of a red to check where the rest of the ship was, as i would have with no hints. if a player completed a game to quickly i think they would have had hints",0,1,1
310,6995964,No strategy for pretending for either.,0,0,0
311,6975f17,"yes. completed the 'hint' games using the same searching technique as the blind games i.e. fill all in col. 1 or 2. the, knowing targets were in adjacent squares and eiter 2 or 3 squares 'long' worked by deduction from there.For other players, with hints, i looked for a 'hit' and then the distance from the successful square that the player next choose. i assumed that none were as systematic as me in detecting ships!",0,1,1
312,696583f,"when sinking a ship, I'd click on surrounding squares to look for othersI would look at where the clicks were made and if it looked obvious that they were clicking correctly I would assume they had hints ",0,0,1
313,6945f58,always go for the corners first,0,0,1
314,6925ecd,I was trying to look for patterns that were formulaic,0,0,0
315,6886029,No strategy. I tried to guess on intuition.,0,0,0
316,6865fd8,I didn't have any strategy.,0,0,0
317,6856164,I had no strategy other than going through the moves I would have done. ,0,1,0
318,6.85E+82,For pretending I had no hints I imagined how I would play the game normally. To guess which players had hints I tried seeing who was overcompensating by pressing too many squares and leaving the ship boxes last. If player guessed where the ships were too quickly that was also a sign they had hints.,0,1,0
319,6825dc0,making obvious selections which  you would not realisticallu do,0,0,0
320,6815cd3,I tried to follow my normal strategy.Speed and pattern.,0,1,1
321,683600d,"I tried to use the usual pattern that I use when playing, which is to go for the center square first before trying the other squares. I struggled to tell between players with and without hints. I didn't have a strategy.",0,1,1
322,6816087,No,0,0,0
323,6.84E+41,"My strategy was to start on the same square each time, then check the squares off as I would normally either side of a hit.For other players strategies, I looked at if they had a similar way of checking off squares around a hit, rather than randomly checking off squares.",0,0,1
324,6805fc5,The part that showed two players games didn't display properly so it was total guesswork.  No particular strategy when I was the one pretending besides trying to make it not look obvious that I knew.,0,0,0
325,6795eea,"to act as I normally do, by alternating squares and then homing in on any I find. For the detection task, I just used gut feeling",0,0,1
326,6785871,no,0,0,0
327,6776089,"I tried to play as if had no hints, and to tell if players had hints or not i judged on how fast they were and how predictable their mooves were",0,0,0
328,6755c1d,I did not have much of a strategy other then ruling out the corners.,0,0,1
329,6746174,"I used my normal pattern of selection when I had no hints. It's one I used as a child when playing the actual game. I wasn't too good at this, but I was watching for people ignoring what I thought were obvious place to check.  if someone did that twice or more I selected the other player if they hadn't. On one occasion both did so I guessed and was wrong.",0,1,1
330,6735654,No,0,0,0
331,6.72E+102,I didn't have a strategy just guessed and i was fooled by most of the players with or without hints,0,0,0
332,6705cd2,no,0,0,0
333,6726044,Yes i just had to select the once next to the hint and then the hint,0,0,1
334,6695f18,I tried to play the game as if I didn't know where the ships were. Then if I found one I played it as if I was trying to find the rest of the ship.,0,1,1
335,6685de6,time,0,0,0
336,6715e8a,"By the end, I couldn't tell at all who had the hints.",0,0,0
337,667605e,"I just played very methodically and pretended to myself the hints could have been lies.  When trying to guess other players I didn't have a strategy, it was too difficult so I just went on hunches.",1,0,0
338,6666066,"Yes I chose diagonal squares randomly and when I got a hit, I randomly chose the squares around the red square to find the whole boat, making sure I didn't always get it right, but sometimes did, as if by chance.When I had to decide which players had hints, I looked for players who used the same strategy as me and decided that the person who played most like me was unlikely to have had hints as the game seemed more natural.",0,0,1
339,6645fb2,None!,0,0,0
340,6615cf1,"no ststeggy, i just genuinely tried ignoring the locations. as for telling who had hints, i thought some were overly ""dim"" and deliberately avoiding the ships",1,0,0
341,6636144,It's good.,0,0,0
342,660607c,no strategy - sorry ,0,0,0
343,6595f77,I would try to click randomly,0,0,1
344,6606166,Pretending I had no hints I just played as normal as the rules stated I would get a guaranteed 10 points for fooling the system.Telling players with hints I just looked for ones who finished too easily or obviously tried to avoid the ships for a while.,0,1,0
345,6585bb7,"I tried to stick to my best tactic for revealing the ships and once I'd scored a hit randomly chose adjacent squares with no pattern. Well, I wasn't great at determining who had hints or not, but I looked for odd square selections - i.e. clicking on squares that could not possibly contain a ship - as revealing prior knowledge, rather than ""playing the game"", but this could just be uncovering bad play!",0,0,1
346,6576002,The ones that finished quickly in less moves,0,0,0
347,6555d68,"I played it like I played the games without hints. Start in the center, going diagonally outwards. After getting a hit, I always went for going above and below before the sides.Players without hints, they tended to have too many redundant moves, or too few moves at all. It was also suspicious if they took a long time choosing their next move, especially after getting a hit, since I feel Battleship is not that complicated (unless you're thinking ""how do I act like I don't know where the ships are?"").",0,1,1
348,6546039,"for pretending i just made sure not to hit the ship straight away. In terms of being able to tell who didn't have hints, their moves were more strategic to prevent the number of steps being used. Whereas those with hints wasted a lot of their moves. Apart from the last one who just threw me off completely.",0,0,1
349,6546119,"For pretending I had no hints, I would start by clicking on squares that I knew weren't red and waiting to click the red squares. To differentiate between players who had and did not have hints, I looked at how long it took them to click on all the red squares.",0,0,1
350,650615e,"Not really, I tried to imagine the hints weren't there, so I clicked the boxes I would have first",0,1,0
351,6515cbe,"When I had hints, I played how I was playing before I had hints. I had no strategy for guessing the players.",0,1,1
352,64957b8,Players who had no hints seemed to play more strategically and more quickly than player who had hints.  When I had hints I tried to click as I normally would without hints.,0,1,0
353,6495be1,I just played the game as if I did not see the hints. Some you could tell the players were looking at the hints,0,0,0
354,6485b9d,Hitting random squares and not showing that I knew 2 was really a 3,0,0,1
355,6526145,I simply followed the pattern of each player to identify who was faking,0,0,0
356,64760b3,"I tried to spread my points evenly when I was pretending I had no hints. That would make it look more organic I thought. When it came to deciding who had the hints and who did not, I was looking for evidence of a similar system in place. ",0,0,1
357,6465cfc,"Just where my gut told me to click. With telling for other players it was more about how quickly they found a ship, that told me they were playing strategically so it didn't look like they had hints",0,0,0
358,6455e7f,Clicking areas close to the correct ones but not the correct ones for my pretending. As for trying to detect players with the hints they tended to be quicker to make their moves for sure and similarly to me when they knew the correct space they clicked around it first,0,0,1
359,64460fe,"For pretending I had no hints I checked the boxes at either end of the ship. For the telling if the play didn't have a hint you could tell by how quickly they identified the ship, and how random their clicks were",0,0,1
360,6435d6f,"I just used a pattern. It was difficult to tell I think I failed miserably to guess, I guess impatience is a major indicator but it could be random as I found out.",0,0,1
361,6436016,"I just tried to think strategically about what I did when I had no hints and tried to recreate that... as for telling between players, I tried to work out if they had a specific pattern they followed or if they seemingly selected randomly.",0,1,0
362,6425f21,INSTINCT,0,0,0
363,642603c,"Not as such, just thought about where I would look if there were no hints present.",0,1,0
364,64160ca,"I just went on how I did on the previous tasks. even though I could see them, I applied the same strategy I had before. For the ones without hints, they did how I did. If I find a ship, I'm clicking nearby to find 1 or 2 . They seemed to also use the tips about corners touching and not sides touching. ",0,1,1
365,6415c5c,"The player with hints was faster, clicking in a pattern and more obviously avoiding squares which suggested to me that they were trying to avoid certain areas. I didn't really have a strategy myself when I was pretending I had no hints, I just tried to avoid the ship squares without being too obvious about it.",0,0,1
366,6405f84,"my own strategy was just to play as I normally would, for telling between other players it was sometimes obvious that people would find things too fast or too slow",0,1,0
367,63960d6,"Just clicking on random squares to make it seem like I don't know the next square placement. In-regards to knowing whether players had been given a hint, I checked to see how fast they were able to find a ship part.",0,0,1
368,6385d1a,"I tried to play the same way I did in earlier rounds, copying my own methods and patterns.",0,1,1
369,6.39E+89,"I had a strategy for playing the first set, and so I simply mimicked that strategy to the best of my ability despite the Xs for pretending I had no hints. I would have done this differently and focused on my timing also had I understood that the games would play in real time (instead of showing a snapshot like we had seen for the last round in each set of 6). I payed attention to time it took to make moves, and also whether someone made unintuitive incorrect guesses to determine if they were being evasive about having hint information (i.e. if they took a long pause and made incorrect guesses that seemed more frequent than chance or seemed like they broke strategy to fail a guess). ",0,0,1
370,6356155,Not at all.,0,0,0
371,6345d5d,JUST WENT FOR CORNERS,0,0,1
372,6335c28,I think I tried to move slower to make it look like I didn't know where the ships were and when I looked at telling which player had hints I looked for the faster player as not having hints.,0,0,1
373,63058d2,"I paused to make it appear like I didn't know, pretending to calculate my next move",0,0,1
374,6295cc7,The strategy to pretend was to play more of less the same all the time.The tell-the-difference was to avoid players who seemed too lucky or too quick.,0,0,1
375,6316123,No,0,0,0
376,6295b1f,"No particular strategy, I found it quite difficult to tell who had hints and who didnt. ",0,0,0
377,62860fd,"I remembered how I was playing without hints and tried to recreate that.Well apparently, I was awful at telling if they had hints or not. I have an idea that I would have been told I was wrong no matter what.",0,1,0
378,6276158,"My strategy that I used for pretending I had no hints was to click check the corners and click on buttons in patterns, this way it looks like I am trying to get a gist of the area without it looking too suspicious. (For me, clicking on random areas and getting it right straight away is suspicious so I avoided that).I thought that players who were doing everything to avoid clicking the hints were the ones who got hints. Also to see if the player would check if it was a third ship or not as this would be how a player without hints would act. Also by comparing the speed in finishing, those quicker would be the ones who had no hints the ones who took more time are the ones who had hints because you can tell they were trying to think of a strategy of how to make it look like they dont have hints (for example the first round). ",0,0,1
379,6266070,none,0,0,0
380,6245f48,"No, I didn't but if someone made correct moves too fast I figured out that this person had hints.",0,0,0
381,6235f32,No l didn't have any strategy.,0,0,0
382,6225ee4,"I followed a pattern for my approach to finding the battleships so I looked for similar approaches in the ""no hint"" players. The strategy worked well as I identified all but 1 player correctly. Simple patterns and intuition.",0,0,0
383,6206093,"For my own pretending, I clicked the squares I would click if I had to genuinely guess. For the other guessing game: If someone had a hit but then moved to a whole different area, that's suspect. You'd want to find out the other parts of the ship. ",0,1,0
384,6215ee6,i used the same strategy when i didnt have hints which was to click diagonal opposite going across the board. when i got a hit i deliberately missed the next click before getting a hit.I think the players also did a couple of misses before getting the correct hit following a hit.,0,1,1
385,6185d83,The speed of play,0,0,0
386,6165d47,"I tried to be natural and not miss too much and make some genuine guesses and be correct but I think I started too much by missing, I think it could have been more natural to get one straight away by luck but I didn't do that, I think I took it to far by deliberately missing too much. It was easier to see if they had hints by how much they missed, especially around the 3 pointers.",0,0,0
387,6175c2f,"I didn't have a strategy, I thought the ones who solved the grid faster might have been trying to fool me sometimes but not sure.",0,0,0
388,6165a0c,"just tried to ignore the hints and play as if they weren't there, when choosing I noticed the time taken and apparent thinking time",1,0,0
389,6195c2c,"To pretend that I had no hints, I tried to start off by picking spots on both sides of the map. To guess whether other players were given hints, I checked to see if they skipped over parts of the board in order to hit the ships.",0,0,1
390,6155ec7,"I was trying to leave the same number of boxes unclicked as when I had no hints. To tell the difference between players with and without hints, I was trying to compare it to how I was playing. ",0,0,1
391,61455b4,"I just tried to play more like I normally would when I had hints to make it seem real. As far as figuring out if other people had them, I just looked for avoidance behavior. I did poorly at it though so it did not work.",0,0,0
392,61360f9,"No strategy, just clicked random places",0,0,0
393,6125d19,"None at all for my pretending.  For the guessing between players, I felt that the slower players were less likely to know the answers",0,0,0
394,611614c,"No strategy, just random choosing of squares.",0,0,0
395,6105f31,When i correctly identified one square i would choose the wrong square next to it before picking the correct one. I had no stategy for the latter.,0,0,1
396,6096063,"Yes, I took a bit of time guessing and tried clicking corner squares first of each end, which a player without any hit would normally do I think.",0,0,1
397,6085958,Follow a semi random pettern until I hit a ship.,0,0,1
398,60760fd,No strategy other than to spread out the firing hits like I would normally.,0,1,1
399,606604f,"I tried not to do lots of blocks next to each other or do it too fast - i tried to make it look random.For other players, I looked at their speed and sometimes they seemed to have many blocks left at the end of the round which made it look like they knew exactly where the boats were.",0,0,1
400,60560c0,I just ignored the crosses and played with the same strategy. Telling between players - I didn't have a strategy initially then I picked the player who seemed to make their moves faster because they didn't seem like they were trying to out think the hints. ,1,0,1
401,604605d,"I tried to ignore the hints and played strategically, using the information i was given such as the ships cannot touch.I could tell most of the time when someone who had hints was pretending by clicking on squares that had no ships on them first and then slowly moving onto clicking on the true location of the ships, people who were pretending took more time to make certain decisions.",1,1,1
402,603594e,"My strategy was to begin clicking on squares where I knew there weren't going to be hits. Then I would occasionally hit the mark but avoid being correct twice. I would repeat this until I was done. For telling between players, whichever seems to take the most time I would considered that they had no hints and if their moves seems more random.",0,0,1
403,6025b6c,I use a pattern when playing battle ships so I followed the same pattern I usually would despite already knowing where the ships were.  I was apparently quite bad at guessing whether other people had hints or not though.,0,0,1
404,6015cc5,To be slow and pretend thinking,0,0,1
405,5985584,My strategy for acting like I had no hints was to operate on the board the same way as when I really didn't know. I was no good at guessing the second part.,0,0,0
406,5985ce7,I felt the long play looked a bit too long in some cases,0,0,0
407,59760bb,I did try to just click randomly to begin with but I don't think it worked very well.,0,0,1
408,5996101,"I wanted to see if they had a random pattern to check the board. if they did, I assumed they didn't have any hints.",0,0,0
409,596581c,I tried to follow the same pattern as the one I would use if I didn't have any hints.If the strategy used made sense to me I would assume that no hints were given.,0,1,1
410,5955ca3,"Not really, but it was harder to pretend not to have the hints, than playing with no hints. When guessing who had hints, there was only one game where they got all ships straight away so that was obvious, but on some of the others, I felt you could tell they were avoiding the ships and trying to hard to bluff.",0,0,0
411,5945bcf,"When pretending, I just tried to play it natural and make it look like I'm clicking squares completely blind. When judging, some were more obvious than others, because they were selecting squares right next to the ships in every direction except the actual ship.",0,1,1
412,59360a4,"my strategy for pretending was to make it look like i accidently clicked on one of the ships, and for telling my strategy was to see if the player would ignore when the hit a ship to not make it to obvious by completing the ship straight away  ",0,0,1
413,5926066,No strategy just trying to control your mind and eyes. The player with hints tend to commit unnecessary errors such as to avoid clicking on an obvious square.,0,0,0
414,5915fec,i tried to pretend that there were no hints. I didnt have a strategy for the last part,1,0,0
415,5895cb3,"when pretending and had one red square tried not to get the second one immediately, but also tried not to get it last, chances are I wouldn't always check the correct one last every time. when trying to tell others with hints from those without I looked for similar patterns to the approach I took when trying to disguise the fact I had hints",0,0,1
416,5885f63,"For pretending myself, I opened with a set pattern of checking the corners, when I found a hit I would usually choose the wrong direction to continue then eventually correctly uncover the ship. For watching the players, if the player opened with a hit I immediatly ruled them out as having hints and they just got lucky. Other than that I watched to see how they reacted after discovering a hit, I would have thought people would use my strategy of going to wrong direction on purpose... it didn't end up being a strong strategy.",0,0,1
417,5875f0e,Yes,0,0,0
418,5865dfb,Just tried to use lateral thinking,0,0,0
419,5856064,For pretending I had no hints my only strategy was to recall how I played the game when I actually had no hints and chose the boxes in that way.When trying to tell which of 2 players had the hints I thought it's more likely the player who played quicker didn't have hints. Because when pretending you don't have hints you may think more about what to do next in order to present your game in that way.,0,1,1
420,58260b0,"yes,i follwed the colour that comes out after clicking",0,0,0
421,5846030,"I tried to go the same speed that I went when I didn't have hints and tried  to ""guess"" as best as I could. For telling between players, I considered the time and how many the player got right in a row.",0,1,1
422,5795c5c,"I was going every other suare diagnally and tryig to pretend I did now know, but it was hard as I was still trying to complete in few moves. on the other person, just looking at how eaasy they made it look.",0,0,1
423,5795ca9,For pretending I had no hints I clicked on random squares until I found a ship and then proceeded logically from there to find the rest of that ship and then tried to eliminate the remaing squares as I would have without the hints. For detecting players with hints I looked for clicking on too many blue squares in a row or not following logical strategy once a ship had been detected.,0,1,1
424,5805fcf,no only to not click straight on the correct squares,0,0,1
425,5785deb,I tried to pick the squares that i would normally pick so as to rule out certain areas where boats could not be. I tried to look for people clearly choosing the wrong squares. Also i looked for people who were using techniques associated with playing Battleships normally. ,0,1,1
426,5775dd6,"not really.  In the end I thought the players with hints played more slowly as they were dealing with two tasks, the hints and the normal game",0,0,0
427,5765c17,I thought that those who did not pick a grid next to a red grid would have received a hint. For myself i had no strategy except to pick random grids that were spread out first.,0,0,0
428,5.76E+98,Yes I had a strategy to try and make my initial choices random and to make random choices when I had located a battleship.  I was looking for a similar pattern to tell difference between players with and without hints.,0,0,1
429,57460ee,Players who had hints deliberately avoided selecting the squares with the ships for too long. ,0,0,0
430,5706015,make it look like random guesses ,0,0,1
431,5685d3b,"No, I acted on ""gut"" instinct, as I thought that each player seemed to have a different strategy!",0,0,0
432,5675eb7,I always started with the corners each time if possible and tried to stick with this. No other strategy used.,0,0,1
433,5655df0,No i had no strategy I have never played before i just went on who clocked more once they foud the ship,0,0,0
434,5646160,"Tried to see who was acting in a way that wasn't intuitive - i.e. avoiding the middle, In  reality you start near here. So I think anyone that avoided that area had hints. For me, I just tried to play like I had done when I had no hints. ",0,1,0
435,56760b8,To try and look like I was using random clicks and when I found one then to select surrounding ones as if to find the rest.  Sometime getting it right and sometimes not.  I think those who knew where the ships were tended to avoid the hints intentionally and it showed sometimes.,0,0,1
436,5625f9e,KEPT TO THE SAME MOVES EACH TIMELOOKRD TO SEE HOW MANY MISSES THEY MADE BEFORE LOCATING THE SHIPS,0,0,1
437,563602d,"Some of the players that had hints moved faster than other players. Also to pretend you didn't have hints was to randomly place squares and when you stumbled on the boat, to click around the sides not knowing which direction the boat is facing or mistaking a 2 square boat for a 3 squared one. ",0,0,1
438,561616f,I tried to use the same pattern I would have if I didn't have hints.I looked at whether they found them very quickly.,0,1,0
439,56460be,"showing that you have no hints, the strategy lies in taking longer to solve the mystery, and it is the same with judging a player that did not have any hints",0,0,1
